"","beta0","mu.1","mu.2","mu.3","mu.4","mu.5","mu.6","mu.7","mu.8","mu.9","mu.10","mu.11","mu.12","mu.13","mu.14","mu.15","mu.16","mu.17","mu.18","mu.19","mu.20","mu.21","mu.22","mu.23","mu.24","mu.25","mu.26","mu.27","mu.28","mu.29","mu.30","mu.31","mu.32","mu.33","mu.34","mu.35","mu.36","mu.37","mu.38","mu.39","mu.40","mu.41","mu.42","mu.43","mu.44","mu.45","mu.46","mu.47","mu.48","mu.49","mu.50","mu.51","mu.52","mu.53","mu.54","mu.55","mu.56","mu.57","mu.58","mu.59","mu.60","mu.61","mu.62","mu.63","mu.64","mu.65","mu.66","mu.67","sigma"
"1731",-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,-2.00605517472344,1.66683989976423
"13670",-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,-1.81049198589556,1.54854368483142
"10491",-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,-2.03823915616215,1.78723482526042
"2615",-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,-1.66386951959274,1.61006400890051
"4356",-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,-1.93559228983233,1.65283280920459
"15329",-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,-1.62705852053333,1.91993513464066
"17102",-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,-1.47880215065982,1.60897815370073
"25329",-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,-1.78741209700602,1.95869608840459
"17687",-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,-1.53370616169741,1.56450444400149
"11653",-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,-1.76881691292451,1.65307485574544
"21751",-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,-1.54154539463316,1.47339568248512
"4840",-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,-1.46722163815865,1.48924785299244
"6354",-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,-1.10837668272165,1.66233081809375
"951",-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,-1.97192047076697,1.44009626905374
"13416",-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,-1.74044596409587,1.57393009542961
"13399",-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,-1.65574480663601,2.07303653888344
