"","beta0","mu.1","mu.2","mu.3","mu.4","mu.5","mu.6","mu.7","mu.8","mu.9","mu.10","mu.11","mu.12","mu.13","mu.14","mu.15","mu.16","mu.17","mu.18","mu.19","mu.20","mu.21","mu.22","mu.23","mu.24","mu.25","mu.26","mu.27","mu.28","mu.29","mu.30","mu.31","mu.32","mu.33","mu.34","mu.35","mu.36","mu.37","mu.38","mu.39","mu.40","mu.41","mu.42","mu.43","mu.44","mu.45","mu.46","mu.47","mu.48","mu.49","mu.50","mu.51","mu.52","mu.53","mu.54","mu.55","mu.56","mu.57","mu.58","mu.59","mu.60","mu.61","mu.62","mu.63","mu.64","mu.65","mu.66","mu.67","sigma"
"15608",-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,-1.44755019940008,1.80460835712482
"20204",-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,-1.32672129258073,1.78923372067033
"18969",-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,-1.41691684679902,1.87050009548092
"11063",-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,-1.66727236274161,1.54879697884697
"10248",-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,-1.68086477062266,1.7556690352926
"4259",-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,-1.17690291151607,1.50715196987607
"14171",-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,-1.44521197238479,1.93114082632718
"16155",-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,-1.68381610893781,1.68976003151079
"15818",-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,-1.45780122020176,1.46572349425082
"15565",-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,-1.37668100210165,1.74996428204911
"587",-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,-1.26476243927448,1.71562420047566
"11917",-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,-1.30915650133761,1.682242472048
"24970",-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,-1.21082152984964,1.75061783700636
"20468",-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,-1.7646323727931,1.82434438972743
"1807",-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,-1.8084721260015,1.56376106842564
"9266",-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,-1.65635403050227,1.83010699416013
"3278",-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,-1.13234685776294,1.47691899594865
"11637",-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,-1.47255666840462,1.63570921740431
"3074",-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,-1.52384268842256,1.50417105172773
"9038",-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,-1.411812871765,1.60976103735165
"3518",-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,-1.43942971634108,1.71295632946767
